type,galaxyID,timeStep,age(GYr),redshift(z),camera,filter,px(pixels),errpx(pixels),py(pixels),errpy(pixels),mag,errmag,rad(pixels),errrad(pixels),rad(kpc),errrad(kpc),sersicIndex(n),errsersicIndex(n),b/a,errb/a,angle(deg),errangle(deg),sky
enum,enum,numeric,numeric,numeric,numeric,enum,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
central,VELA28MRP,506418,6.001,0.97628458498,8,F160W,300.3421,0.0049,300.6480,0.0042,19.3390,0.0019,11.3263,0.0292,1365.6799488,3.5208192,3.4654,0.0066,0.8111,0.0016,82.5886,0.3578,0.000e+00
central,VELA28MRP,510906,6.082,0.956947162427,0,F160W,300.4549,0.0037,300.5837,0.0035,19.3884,0.0020,11.9872,0.0348,1458.1709568,4.2332112,3.7012,0.0081,0.8473,0.0017,-72.4474,0.4941,0.000e+00
central,VELA28MRP,510906,6.082,0.956947162427,5,F160W,300.5475,0.0030,300.6173,0.0031,19.3585,0.0020,11.8500,0.0337,1441.4814,4.0994028,3.6818,0.0078,0.8395,0.0017,81.0605,0.4598,0.000e+00
central,VELA28MRP,510906,6.082,0.956947162427,6,F160W,300.4268,0.0039,300.6020,0.0043,19.3816,0.0018,11.4073,0.0323,1387.6296012,3.9291012,3.6363,0.0078,0.8740,0.0016,32.9441,0.5716,0.000e+00
central,VELA28MRP,510906,6.082,0.956947162427,7,F160W,300.5829,0.0045,300.5816,0.0037,19.3231,0.0018,11.8093,0.0306,1436.5304892,3.7223064,3.5512,0.0069,0.8100,0.0016,-85.0239,0.3407,0.000e+00
central,VELA28MRP,510906,6.082,0.956947162427,8,F160W,300.5829,0.0045,300.5941,0.0040,19.3408,0.0019,11.4466,0.0298,1392.4102104,3.6249912,3.4757,0.0067,0.8226,0.0016,86.3812,0.3868,0.000e+00
central,VELA28MRP,515356,6.147,0.941747572816,0,F160W,300.5454,0.0037,300.3718,0.0043,19.3940,0.0017,11.7947,0.0326,1447.2568688,4.0001504,3.7672,0.0081,0.8536,0.0015,-59.6446,0.5091,0.000e+00
central,VELA28MRP,515356,6.147,0.941747572816,1,F160W,300.2714,0.0058,300.3849,0.0031,19.3405,0.0017,15.2739,0.0344,1874.1686256,4.2210176,3.4041,0.0055,0.5707,0.0011,86.1134,0.1055,0.000e+00
central,VELA28MRP,515356,6.147,0.941747572816,5,F160W,300.4539,0.0040,300.3662,0.0045,19.3706,0.0015,11.5136,0.0313,1412.7647744,3.8406352,3.6567,0.0075,0.8823,0.0017,81.5785,0.6133,0.000e+00
central,VELA28MRP,515356,6.147,0.941747572816,6,F160W,300.6839,0.0051,300.4451,0.0036,19.3869,0.0017,11.5302,0.0310,1414.8016608,3.803824,3.5722,0.0072,0.8778,0.0015,43.6021,0.5689,0.000e+00
central,VELA28MRP,515356,6.147,0.941747572816,7,F160W,300.3939,0.0042,300.3904,0.0034,19.3273,0.0018,12.0770,0.0310,1481.896208,3.803824,3.6464,0.0072,0.8148,0.0015,89.0991,0.3450,0.000e+00
central,VELA28MRP,515356,6.147,0.941747572816,8,F160W,300.3925,0.0043,300.3788,0.0037,19.3615,0.0019,11.4740,0.0304,1407.905696,3.7302016,3.4398,0.0067,0.8119,0.0016,-89.4056,0.3509,0.000e+00
central,VELA28MRP,519765,6.228,0.923076923077,0,F160W,300.4034,0.0042,300.3467,0.0046,19.3798,0.0017,11.5529,0.0326,1429.7060337,4.0343478,3.7381,0.0079,0.8541,0.0016,-54.2221,0.5177,0.000e+00
central,VELA28MRP,519765,6.228,0.923076923077,1,F160W,300.5240,0.0053,300.5359,0.0034,19.3345,0.0017,14.2647,0.0323,1765.2994191,3.9972219,3.1827,0.0055,0.5979,0.0012,80.7048,0.1194,0.000e+00
central,VELA28MRP,519765,6.228,0.923076923077,5,F160W,300.3626,0.0042,300.4876,0.0020,19.6038,0.0020,8.7014,0.0423,1076.8243542,5.2347519,3.7040,0.0119,0.8205,0.0020,73.0057,0.5162,0.000e+00
other,VELA28MRP,519765,6.228,0.923076923077,5,F160W,299.7651,0.2026,309.7646,0.1787,20.4526,0.0043,72.7004,0.2830,8996.8926012,35.022099,0.4876,0.0035,0.8877,0.0019,-61.2727,0.9412,0.000e+00
central,VELA28MRP,519765,6.228,0.923076923077,7,F160W,300.3332,0.0046,300.5270,0.0033,19.3480,0.0018,10.8620,0.0291,1344.205086,3.6012123,3.4128,0.0067,0.8595,0.0016,-83.6856,0.4862,0.000e+00
central,VELA28MRP,519765,6.228,0.923076923077,8,F160W,300.3295,0.0046,300.5279,0.0036,19.3442,0.0019,11.1938,0.0304,1385.2663314,3.7620912,3.4312,0.0067,0.8449,0.0017,89.4810,0.4552,0.000e+00
central,VELA28MRP,525935,6.326,0.901140684411,0,F160W,300.4378,0.0032,300.4376,0.0030,19.3510,0.0018,11.5219,0.0340,1442.8068837,4.257582,3.8793,0.0088,0.8367,0.0016,-48.3107,0.4769,0.000e+00
central,VELA28MRP,525935,6.326,0.901140684411,1,F160W,300.6016,0.0060,300.3843,0.0038,19.3507,0.0018,13.4189,0.0320,1680.3549147,4.007136,3.0563,0.0050,0.5745,0.0012,78.7581,0.1151,0.000e+00
central,VELA28MRP,525935,6.326,0.901140684411,5,F160W,300.4040,0.0048,300.4741,0.0034,19.3502,0.0018,11.1625,0.0327,1397.8017375,4.0947921,3.6506,0.0080,0.8445,0.0016,74.9704,0.4775,0.000e+00
central,VELA28MRP,525935,6.326,0.901140684411,6,F160W,300.5055,0.0029,300.3367,0.0046,19.3456,0.0019,10.8424,0.0312,1357.7178552,3.9069576,3.6553,0.0079,0.8543,0.0017,42.6231,0.5162,0.000e+00
central,VELA28MRP,525935,6.326,0.901140684411,7,F160W,300.4310,0.0033,300.4270,0.0027,19.3325,0.0019,10.8764,0.0304,1361.9754372,3.8067792,3.4322,0.0070,0.8639,0.0017,87.4663,0.5373,0.000e+00
central,VELA28MRP,525935,6.326,0.901140684411,8,F160W,300.4298,0.0043,300.4377,0.0034,19.3323,0.0020,10.9955,0.0309,1376.8894965,3.8693907,3.4788,0.0072,0.8666,0.0017,80.6199,0.5613,0.000e+00
central,VELA28MRP,529912,6.392,0.88679245283,0,F160W,300.6661,0.0050,300.5584,0.0037,19.3441,0.0018,11.7151,0.0363,1478.0824519,4.5799347,3.8960,0.0091,0.8597,0.0017,-42.1099,0.5746,0.000e+00
other,VELA28MRP,529912,6.392,0.88679245283,0,F160W,443.4786,0.1077,407.1422,0.0984,23.5811,0.0182,8.5964,0.1018,1084.5991916,12.8440042,0.8155,0.0272,0.8555,0.0142,-3.4550,3.8782,0.000e+00
central,VELA28MRP,529912,6.392,0.88679245283,5,F160W,300.5325,0.0034,300.3754,0.0039,19.3458,0.0016,11.1659,0.0337,1408.7904371,4.2518953,3.6631,0.0083,0.8790,0.0018,61.0922,0.6481,0.000e+00
other,VELA28MRP,529912,6.392,0.88679245283,5,F160W,397.7843,0.0908,172.0689,0.0890,23.5369,0.0173,8.8870,0.1094,1121.263903,13.8028886,0.9212,0.0305,0.7870,0.0130,72.6133,2.4524,0.000e+00
central,VELA28MRP,529912,6.392,0.88679245283,7,F160W,300.4432,0.0043,300.4714,0.0038,19.3351,0.0015,10.5653,0.0302,1333.0133357,3.8103038,3.4282,0.0071,0.9212,0.0016,87.6180,0.9647,0.000e+00
other,VELA28MRP,529912,6.392,0.88679245283,8,F160W,302.0881,0.2096,298.4011,0.1642,20.3149,0.0050,71.3503,0.3179,9002.1960007,40.1091251,0.5420,0.0048,0.7600,0.0017,89.2775,0.3830,0.000e+00
central,VELA28MRP,529912,6.392,0.88679245283,8,F160W,300.4617,0.0030,300.4679,0.0028,19.6333,0.0028,7.2473,0.0383,914.3845937,4.8322727,3.4711,0.0119,0.9434,0.0019,58.4390,1.8912,0.000e+00
central,VELA28MRP,533716,6.457,0.87265917603,0,F160W,300.3326,0.0041,300.4072,0.0041,19.3589,0.0018,11.6737,0.0350,1483.4354275,4.447625,3.8378,0.0086,0.8600,0.0016,-11.3665,0.5559,0.000e+00
central,VELA28MRP,533716,6.457,0.87265917603,5,F160W,300.5169,0.0033,300.6847,0.0055,19.3604,0.0017,11.2819,0.0338,1433.6474425,4.295135,3.7160,0.0083,0.8738,0.0016,56.7920,0.6245,0.000e+00
central,VELA28MRP,533716,6.457,0.87265917603,6,F160W,300.3878,0.0042,300.4711,0.0034,19.3607,0.0016,10.8150,0.0238,1374.316125,3.024385,3.5325,0.0075,0.8958,0.0015,57.4671,0.7382,0.000e+00
other,VELA28MRP,533716,6.457,0.87265917603,6,F160W,264.9253,0.1899,429.6504,0.2209,23.3487,0.0153,25.0661,0.3921,3185.2746575,49.8261075,1.0620,0.0249,0.5927,0.0093,-44.5508,1.0758,0.000e+00
central,VELA28MRP,533716,6.457,0.87265917603,7,F160W,300.6176,0.0037,300.6767,0.0048,19.3608,0.0015,10.2087,0.0290,1297.2705525,3.685175,3.5005,0.0071,0.9226,0.0017,-81.3855,0.9602,0.000e+00
central,VELA28MRP,533716,6.457,0.87265917603,8,F160W,300.5701,0.0029,300.6705,0.0041,19.3517,0.0018,10.2150,0.0289,1298.071125,3.6724675,3.6262,0.0077,0.9746,0.0020,-88.2992,3.1832,0.000e+00
central,VELA28MRP,537449,6.506,0.862197392924,0,F160W,300.4088,0.0046,300.3802,0.0052,19.3426,0.0020,12.2822,0.0381,1571.6794408,4.8754284,3.7053,0.0088,0.8469,0.0018,-13.6375,0.5180,0.000e+00
central,VELA28MRP,537449,6.506,0.862197392924,5,F160W,300.5020,0.0036,300.6534,0.0055,19.3309,0.0017,11.9771,0.0362,1532.6376244,4.6322968,3.7210,0.0084,0.8986,0.0017,43.2056,0.7990,0.000e+00
central,VELA28MRP,537449,6.506,0.862197392924,6,F160W,300.4477,0.0043,300.4096,0.0047,19.3495,0.0018,10.4292,0.0291,1334.5621488,3.7237524,3.3882,0.0073,0.9599,0.0020,72.6926,2.0824,0.000e+00
central,VELA28MRP,537449,6.506,0.862197392924,8,F160W,300.5667,0.0046,300.6339,0.0053,19.3394,0.0019,11.1227,0.0325,1423.3051828,4.15883,3.3723,0.0070,0.9052,0.0017,80.5071,0.8145,0.000e+00
central,VELA28MRP,542278,6.588,0.845018450185,0,F160W,300.5580,0.0032,300.4386,0.0038,19.5502,0.0019,9.7473,0.0459,1258.5128922,5.9263326,3.7569,0.0125,0.8520,0.0022,9.2195,0.6511,0.000e+00
other,VELA28MRP,542278,6.588,0.845018450185,0,F160W,293.2392,0.2567,316.3806,0.2521,20.5621,0.0050,88.4488,0.2982,11419.9783632,38.5017948,0.3160,0.0022,0.9291,0.0028,26.4447,1.6480,0.000e+00
central,VELA28MRP,542278,6.588,0.845018450185,1,F160W,300.6237,0.0060,300.5119,0.0025,19.3018,0.0018,14.8815,0.0355,1921.409991,4.583547,3.3010,0.0055,0.5293,0.0011,85.7170,0.0923,0.000e+00
central,VELA28MRP,542278,6.588,0.845018450185,5,F160W,300.4169,0.0046,300.5508,0.0043,19.3622,0.0020,12.0937,0.0380,1561.4659818,4.906332,3.6575,0.0087,0.8764,0.0018,33.0761,0.6646,0.000e+00
central,VELA28MRP,542278,6.588,0.845018450185,6,F160W,300.5908,0.0049,300.4478,0.0040,19.3437,0.0017,11.3389,0.0332,1464.0107346,4.2865848,3.5355,0.0077,0.8920,0.0015,72.7808,0.7097,0.000e+00
central,VELA28MRP,542278,6.588,0.845018450185,7,F160W,300.4247,0.0050,300.5263,0.0033,19.3469,0.0020,12.0075,0.0365,1550.336355,4.712661,3.5148,0.0078,0.8301,0.0018,75.1371,0.4371,0.000e+00
central,VELA28MRP,542278,6.588,0.845018450185,8,F160W,300.4246,0.0048,300.5307,0.0039,19.3568,0.0021,11.7781,0.0352,1520.7176034,4.5448128,3.4924,0.0077,0.8535,0.0018,69.9532,0.5279,0.000e+00
other,VELA28MRP,548523,6.702,0.821493624772,0,F160W,115.5387,0.2393,433.1129,0.3545,23.7910,0.0203,19.4992,0.3108,2546.6150192,40.5907908,0.4708,0.0155,0.7428,0.0113,-3.5305,2.1238,0.000e+00
central,VELA28MRP,548523,6.702,0.821493624772,0,F160W,300.6829,0.0060,300.4663,0.0041,19.3277,0.0021,12.7653,0.0406,1667.1609453,5.3024006,3.7853,0.0092,0.8441,0.0019,35.6580,0.5277,0.000e+00
central,VELA28MRP,548523,6.702,0.821493624772,5,F160W,300.3263,0.0052,300.6207,0.0038,19.3293,0.0020,12.4392,0.0391,1624.5719592,5.1064991,3.6949,0.0088,0.8622,0.0017,28.8438,0.5815,0.000e+00
other,VELA28MRP,548523,6.702,0.821493624772,5,F160W,453.7134,0.2358,136.4129,0.3319,23.7059,0.0166,20.5683,0.2815,2686.2405483,36.7641815,0.5004,0.0144,0.7237,0.0111,-1.1432,1.8372,0.000e+00
central,VELA28MRP,548523,6.702,0.821493624772,7,F160W,300.3459,0.0044,300.6446,0.0040,19.5838,0.0019,8.4664,0.0417,1105.7203064,5.4460617,3.3533,0.0108,0.8466,0.0020,67.0528,0.6111,0.000e+00
other,VELA28MRP,548523,6.702,0.821493624772,7,F160W,307.1645,0.2196,290.5749,0.1724,20.3599,0.0040,82.5880,0.2931,10786.075388,38.2791531,0.4507,0.0031,0.7258,0.0015,74.2198,0.2763,0.000e+00
central,VELA28MRP,548523,6.702,0.821493624772,8,F160W,300.3210,0.0063,300.6707,0.0047,19.3423,0.0021,11.7721,0.0344,1537.4480321,4.4926744,3.3948,0.0071,0.8300,0.0018,59.2410,0.4373,0.000e+00
central,VELA28MRP,553019,6.768,0.808318264014,0,F160W,300.5085,0.0034,300.3389,0.0049,19.3561,0.0019,12.1201,0.0386,1595.8656871,5.0825006,3.8718,0.0095,0.8458,0.0017,59.3032,0.5213,0.000e+00
central,VELA28MRP,553019,6.768,0.808318264014,5,F160W,300.5789,0.0043,300.5860,0.0049,19.3489,0.0019,12.1109,0.0370,1594.6543139,4.871827,3.8481,0.0090,0.8510,0.0017,30.1663,0.5300,0.000e+00
central,VELA28MRP,553019,6.768,0.808318264014,6,F160W,300.4220,0.0039,300.3756,0.0031,19.5479,0.0018,8.0221,0.0372,1056.2779291,4.8981612,3.4688,0.0111,0.9512,0.0023,88.2764,1.9528,0.000e+00
other,VELA28MRP,553019,6.768,0.808318264014,6,F160W,290.7704,0.2428,309.1724,0.2127,20.4631,0.0040,88.3399,0.3116,11631.8029729,41.0286836,0.3879,0.0027,0.8393,0.0021,-78.7421,0.4963,0.000e+00
central,VELA28MRP,553019,6.768,0.808318264014,7,F160W,300.5759,0.0043,300.5469,0.0036,19.3626,0.0020,11.4528,0.0328,1508.0016288,4.3188088,3.5462,0.0076,0.8003,0.0017,57.0047,0.3448,0.000e+00
central,VELA28MRP,557465,6.833,0.795332136445,0,F160W,300.3864,0.0047,300.5079,0.0032,19.3566,0.0017,11.7390,0.0374,1558.11747,4.964102,3.8780,0.0096,0.8734,0.0018,54.8652,0.6646,0.000e+00
central,VELA28MRP,557465,6.833,0.795332136445,1,F160W,300.6147,0.0062,300.5350,0.0032,19.3038,0.0017,14.9027,0.0348,1978.035371,4.619004,3.1945,0.0053,0.5492,0.0010,-87.6678,0.0966,0.000e+00
central,VELA28MRP,557465,6.833,0.795332136445,5,F160W,300.4297,0.0038,300.6103,0.0042,19.3606,0.0019,11.5324,0.0356,1530.695452,4.725188,3.7936,0.0090,0.8587,0.0017,40.5901,0.5779,0.000e+00
central,VELA28MRP,557465,6.833,0.795332136445,6,F160W,300.5731,0.0046,300.5056,0.0032,19.3486,0.0021,10.9063,0.0334,1447.593199,4.433182,3.5839,0.0080,0.8784,0.0018,87.0300,0.6419,0.000e+00
central,VELA28MRP,557465,6.833,0.795332136445,7,F160W,300.4134,0.0045,300.6090,0.0039,19.3414,0.0020,11.8427,0.0346,1571.881571,4.592458,3.6661,0.0081,0.7811,0.0017,70.6518,0.3276,0.000e+00
central,VELA28MRP,557465,6.833,0.795332136445,8,F160W,300.4164,0.0046,300.6151,0.0040,19.3564,0.0020,11.2839,0.0329,1497.712047,4.366817,3.5923,0.0077,0.8192,0.0017,64.2732,0.4102,0.000e+00
central,VELA28MRP,562296,6.915,0.779359430605,0,F160W,300.5205,0.0039,300.5365,0.0041,19.3710,0.0019,11.5143,0.0366,1541.534484,4.900008,3.7899,0.0093,0.8855,0.0021,69.2202,0.7320,0.000e+00
central,VELA28MRP,562296,6.915,0.779359430605,1,F160W,300.5314,0.0060,300.3123,0.0044,19.3220,0.0018,14.2744,0.0334,1911.056672,4.471592,2.9281,0.0040,0.5564,0.0011,-83.5404,0.1013,0.000e+00
central,VELA28MRP,562296,6.915,0.779359430605,5,F160W,300.5314,0.0034,300.4209,0.0044,19.3643,0.0016,11.5434,0.0351,1545.430392,4.699188,3.7465,0.0088,0.8823,0.0019,40.4925,0.7070,0.000e+00
